Assay,Accuracy,Balanced Accuracy,Recall,Precision,Threshold,AUC,TP,FP,TN,FN
10_19,0.7272727272727273,0.86,1.0,0.08695652173913043,-14.46875,0.7666666666666666,2,21,54,0
10_19,0.6883116883116883,0.8400000000000001,1.0,0.07692307692307693,-13.46875,0.7666666666666666,2,24,51,0
10_19,0.6883116883116883,0.8400000000000001,1.0,0.07692307692307693,-12.46875,0.7666666666666666,2,24,51,0
10_19,0.6753246753246753,0.8333333333333333,1.0,0.07407407407407407,-11.46875,0.7666666666666666,2,25,50,0
10_19,0.6493506493506493,0.8200000000000001,1.0,0.06896551724137931,-10.46875,0.7666666666666666,2,27,48,0
10_19,0.6363636363636364,0.8133333333333334,1.0,0.06666666666666667,-9.46875,0.7666666666666666,2,28,47,0
10_19,0.6233766233766234,0.8066666666666666,1.0,0.06451612903225806,-8.46875,0.7666666666666666,2,29,46,0
10_19,0.6233766233766234,0.8066666666666666,1.0,0.06451612903225806,-7.46875,0.7666666666666666,2,29,46,0
10_19,0.6233766233766234,0.8066666666666666,1.0,0.06451612903225806,-6.46875,0.7666666666666666,2,29,46,0
10_19,0.6233766233766234,0.8066666666666666,1.0,0.06451612903225806,-5.46875,0.7666666666666666,2,29,46,0
10_19,0.5974025974025974,0.7933333333333333,1.0,0.06060606060606061,-4.46875,0.7666666666666666,2,31,44,0
10_19,0.5714285714285714,0.78,1.0,0.05714285714285714,-3.46875,0.7666666666666666,2,33,42,0
10_19,0.5324675324675324,0.76,1.0,0.05263157894736842,-2.46875,0.7666666666666666,2,36,39,0
10_19,0.5194805194805194,0.7533333333333334,1.0,0.05128205128205128,-1.46875,0.7666666666666666,2,37,38,0
10_19,0.4805194805194805,0.7333333333333334,1.0,0.047619047619047616,-0.46875,0.7666666666666666,2,40,35,0
10_19,0.4155844155844156,0.7,1.0,0.0425531914893617,0.53125,0.7666666666666666,2,45,30,0
10_19,0.33766233766233766,0.66,1.0,0.03773584905660377,1.53125,0.7666666666666666,2,51,24,0
10_19,0.2857142857142857,0.6333333333333333,1.0,0.03508771929824561,2.53125,0.7666666666666666,2,55,20,0
10_19,0.2077922077922078,0.5933333333333334,1.0,0.031746031746031744,3.53125,0.7666666666666666,2,61,14,0
10_19,0.14285714285714285,0.56,1.0,0.029411764705882353,4.53125,0.7666666666666666,2,66,9,0
10_19,0.09090909090909091,0.5333333333333333,1.0,0.027777777777777776,5.53125,0.7666666666666666,2,70,5,0
10_19,0.05194805194805195,0.5133333333333333,1.0,0.02666666666666667,6.53125,0.7666666666666666,2,73,2,0
10_19,0.03896103896103896,0.5066666666666667,1.0,0.02631578947368421,7.53125,0.7666666666666666,2,74,1,0
10_19,0.03896103896103896,0.5066666666666667,1.0,0.02631578947368421,8.53125,0.7666666666666666,2,74,1,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,9.53125,0.7666666666666666,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,10.53125,0.7666666666666666,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,11.53125,0.7666666666666666,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,12.53125,0.7666666666666666,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,13.53125,0.7666666666666666,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,14.53125,0.7666666666666666,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,15.53125,0.7666666666666666,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,16.53125,0.7666666666666666,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,17.53125,0.82,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,18.53125,0.8133333333333334,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,19.53125,0.81,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,20.53125,0.8733333333333333,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,21.53125,0.86,2,75,0,0
10_19,0.025974025974025976,0.5,1.0,0.025974025974025976,22.53125,0.86,2,75,0,0
10_20,0.9375,0.4918032786885246,0.0,0.0,-50.46875,0.36612021857923494,0,1,60,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-49.46875,0.36612021857923494,0,2,59,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-48.46875,0.36612021857923494,0,2,59,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-47.46875,0.36612021857923494,0,2,59,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-46.46875,0.36612021857923494,0,2,59,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-45.46875,0.36612021857923494,0,2,59,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-44.46875,0.36612021857923494,0,2,59,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-43.46875,0.36612021857923494,0,2,59,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-42.46875,0.36612021857923494,0,2,59,3
10_20,0.921875,0.48360655737704916,0.0,0.0,-41.46875,0.36612021857923494,0,2,59,3
10_20,0.890625,0.4672131147540984,0.0,0.0,-40.46875,0.36612021857923494,0,4,57,3
10_20,0.875,0.45901639344262296,0.0,0.0,-39.46875,0.36612021857923494,0,5,56,3
10_20,0.859375,0.45081967213114754,0.0,0.0,-38.46875,0.36612021857923494,0,6,55,3
10_20,0.84375,0.4426229508196721,0.0,0.0,-37.46875,0.36612021857923494,0,7,54,3
10_20,0.84375,0.4426229508196721,0.0,0.0,-36.46875,0.36612021857923494,0,7,54,3
10_20,0.828125,0.4344262295081967,0.0,0.0,-35.46875,0.36612021857923494,0,8,53,3
10_20,0.8125,0.4262295081967213,0.0,0.0,-34.46875,0.36612021857923494,0,9,52,3
10_20,0.75,0.39344262295081966,0.0,0.0,-33.46875,0.36612021857923494,0,13,48,3
10_20,0.75,0.39344262295081966,0.0,0.0,-32.46875,0.36612021857923494,0,13,48,3
10_20,0.75,0.39344262295081966,0.0,0.0,-31.46875,0.36612021857923494,0,13,48,3
10_20,0.734375,0.38524590163934425,0.0,0.0,-30.46875,0.36612021857923494,0,14,47,3
10_20,0.734375,0.38524590163934425,0.0,0.0,-29.46875,0.36612021857923494,0,14,47,3
10_20,0.734375,0.38524590163934425,0.0,0.0,-28.46875,0.36612021857923494,0,14,47,3
10_20,0.734375,0.38524590163934425,0.0,0.0,-27.46875,0.36612021857923494,0,14,47,3
10_20,0.734375,0.38524590163934425,0.0,0.0,-26.46875,0.36612021857923494,0,14,47,3
10_20,0.703125,0.36885245901639346,0.0,0.0,-25.46875,0.36612021857923494,0,16,45,3
10_20,0.671875,0.3524590163934426,0.0,0.0,-24.46875,0.36612021857923494,0,18,43,3
10_20,0.671875,0.3524590163934426,0.0,0.0,-23.46875,0.36612021857923494,0,18,43,3
10_20,0.671875,0.3524590163934426,0.0,0.0,-22.46875,0.36612021857923494,0,18,43,3
10_20,0.65625,0.3442622950819672,0.0,0.0,-21.46875,0.36612021857923494,0,19,42,3
10_20,0.625,0.32786885245901637,0.0,0.0,-20.46875,0.36612021857923494,0,21,40,3
10_20,0.625,0.32786885245901637,0.0,0.0,-19.46875,0.36612021857923494,0,21,40,3
10_20,0.578125,0.30327868852459017,0.0,0.0,-18.46875,0.36612021857923494,0,24,37,3
10_20,0.5625,0.29508196721311475,0.0,0.0,-17.46875,0.36612021857923494,0,25,36,3
10_20,0.578125,0.4617486338797814,0.3333333333333333,0.038461538461538464,-16.46875,0.36612021857923494,1,25,36,2
10_20,0.546875,0.44535519125683054,0.3333333333333333,0.03571428571428571,-15.46875,0.36612021857923494,1,27,34,2
10_20,0.546875,0.44535519125683054,0.3333333333333333,0.03571428571428571,-14.46875,0.36612021857923494,1,27,34,2
10_20,0.515625,0.4289617486338798,0.3333333333333333,0.03333333333333333,-13.46875,0.36612021857923494,1,29,32,2
10_20,0.484375,0.412568306010929,0.3333333333333333,0.03125,-12.46875,0.36612021857923494,1,31,30,2
10_20,0.46875,0.40437158469945356,0.3333333333333333,0.030303030303030304,-11.46875,0.36612021857923494,1,32,29,2
10_20,0.453125,0.5546448087431693,0.6666666666666666,0.05555555555555555,-10.46875,0.36612021857923494,2,34,27,1
10_20,0.4375,0.5464480874316939,0.6666666666666666,0.05405405405405406,-9.46875,0.36612021857923494,2,35,26,1
10_20,0.421875,0.5382513661202186,0.6666666666666666,0.05263157894736842,-8.46875,0.36612021857923494,2,36,25,1
10_20,0.421875,0.5382513661202186,0.6666666666666666,0.05263157894736842,-7.46875,0.36612021857923494,2,36,25,1
10_20,0.421875,0.5382513661202186,0.6666666666666666,0.05263157894736842,-6.46875,0.36612021857923494,2,36,25,1
10_20,0.421875,0.5382513661202186,0.6666666666666666,0.05263157894736842,-5.46875,0.36612021857923494,2,36,25,1
10_20,0.390625,0.5218579234972678,0.6666666666666666,0.05,-4.46875,0.36612021857923494,2,38,23,1
10_20,0.375,0.5136612021857924,0.6666666666666666,0.04878048780487805,-3.46875,0.36612021857923494,2,39,22,1
10_20,0.375,0.5136612021857924,0.6666666666666666,0.04878048780487805,-2.46875,0.36612021857923494,2,39,22,1
10_20,0.359375,0.505464480874317,0.6666666666666666,0.047619047619047616,-1.46875,0.36612021857923494,2,40,21,1
10_20,0.359375,0.505464480874317,0.6666666666666666,0.047619047619047616,-0.46875,0.36612021857923494,2,40,21,1
10_20,0.328125,0.4890710382513661,0.6666666666666666,0.045454545454545456,0.53125,0.36612021857923494,2,42,19,1
10_20,0.265625,0.45628415300546443,0.6666666666666666,0.041666666666666664,1.53125,0.36612021857923494,2,46,15,1
10_20,0.203125,0.4234972677595628,0.6666666666666666,0.038461538461538464,2.53125,0.36612021857923494,2,50,11,1
10_20,0.140625,0.3907103825136612,0.6666666666666666,0.03571428571428571,3.53125,0.36612021857923494,2,54,7,1
10_20,0.109375,0.37431693989071035,0.6666666666666666,0.034482758620689655,4.53125,0.36612021857923494,2,56,5,1
10_20,0.078125,0.5163934426229508,1.0,0.04838709677419355,5.53125,0.36612021857923494,3,59,2,0
10_20,0.0625,0.5081967213114754,1.0,0.047619047619047616,6.53125,0.36612021857923494,3,60,1,0
10_20,0.046875,0.5,1.0,0.046875,7.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,8.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,9.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,10.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,11.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,12.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,13.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,14.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,15.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,16.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,17.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,18.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,19.53125,0.36612021857923494,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,20.53125,0.4344262295081967,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,21.53125,0.42896174863387976,3,61,0,0
10_20,0.046875,0.5,1.0,0.046875,22.53125,0.42896174863387976,3,61,0,0
100_277,0.7906976744186046,0.5,0.0,0.0,-50.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-49.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-48.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-47.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-46.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-45.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-44.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-43.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-42.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5,0.0,0.0,-41.46875,0.7973856209150327,0,0,34,9
100_277,0.7906976744186046,0.5408496732026143,0.1111111111111111,0.5,-40.46875,0.7973856209150327,1,1,33,8
100_277,0.813953488372093,0.5964052287581699,0.2222222222222222,0.6666666666666666,-39.46875,0.7973856209150327,2,1,33,7
100_277,0.813953488372093,0.5964052287581699,0.2222222222222222,0.6666666666666666,-38.46875,0.7973856209150327,2,1,33,7
100_277,0.813953488372093,0.5964052287581699,0.2222222222222222,0.6666666666666666,-37.46875,0.7973856209150327,2,1,33,7
100_277,0.813953488372093,0.5964052287581699,0.2222222222222222,0.6666666666666666,-36.46875,0.7973856209150327,2,1,33,7
100_277,0.7906976744186046,0.5816993464052287,0.2222222222222222,0.5,-35.46875,0.7973856209150327,2,2,32,7
100_277,0.7906976744186046,0.5816993464052287,0.2222222222222222,0.5,-34.46875,0.7973856209150327,2,2,32,7
100_277,0.813953488372093,0.6372549019607843,0.3333333333333333,0.6,-33.46875,0.7973856209150327,3,2,32,6
100_277,0.813953488372093,0.6372549019607843,0.3333333333333333,0.6,-32.46875,0.7973856209150327,3,2,32,6
100_277,0.813953488372093,0.6372549019607843,0.3333333333333333,0.6,-31.46875,0.7973856209150327,3,2,32,6
100_277,0.813953488372093,0.6372549019607843,0.3333333333333333,0.6,-30.46875,0.7973856209150327,3,2,32,6
100_277,0.8372093023255814,0.6928104575163399,0.4444444444444444,0.6666666666666666,-29.46875,0.7973856209150327,4,2,32,5
100_277,0.8372093023255814,0.6928104575163399,0.4444444444444444,0.6666666666666666,-28.46875,0.7973856209150327,4,2,32,5
100_277,0.8372093023255814,0.6928104575163399,0.4444444444444444,0.6666666666666666,-27.46875,0.7973856209150327,4,2,32,5
100_277,0.8372093023255814,0.6928104575163399,0.4444444444444444,0.6666666666666666,-26.46875,0.7973856209150327,4,2,32,5
100_277,0.8372093023255814,0.6928104575163399,0.4444444444444444,0.6666666666666666,-25.46875,0.7973856209150327,4,2,32,5
100_277,0.8372093023255814,0.7336601307189543,0.5555555555555556,0.625,-24.46875,0.7973856209150327,5,3,31,4
100_277,0.8372093023255814,0.7336601307189543,0.5555555555555556,0.625,-23.46875,0.7973856209150327,5,3,31,4
100_277,0.8372093023255814,0.7336601307189543,0.5555555555555556,0.625,-22.46875,0.7973856209150327,5,3,31,4
100_277,0.8372093023255814,0.7336601307189543,0.5555555555555556,0.625,-21.46875,0.7973856209150327,5,3,31,4
100_277,0.813953488372093,0.7189542483660131,0.5555555555555556,0.5555555555555556,-20.46875,0.7973856209150327,5,4,30,4
100_277,0.813953488372093,0.7189542483660131,0.5555555555555556,0.5555555555555556,-19.46875,0.7973856209150327,5,4,30,4
100_277,0.7906976744186046,0.7042483660130718,0.5555555555555556,0.5,-18.46875,0.7973856209150327,5,5,29,4
100_277,0.7674418604651163,0.6895424836601307,0.5555555555555556,0.45454545454545453,-17.46875,0.7973856209150327,5,6,28,4
100_277,0.7441860465116279,0.6748366013071896,0.5555555555555556,0.4166666666666667,-16.46875,0.7973856209150327,5,7,27,4
100_277,0.7441860465116279,0.7156862745098038,0.6666666666666666,0.42857142857142855,-15.46875,0.7973856209150327,6,8,26,3
100_277,0.7441860465116279,0.7156862745098038,0.6666666666666666,0.42857142857142855,-14.46875,0.7973856209150327,6,8,26,3
100_277,0.7674418604651163,0.7712418300653594,0.7777777777777778,0.4666666666666667,-13.46875,0.7973856209150327,7,8,26,2
100_277,0.7441860465116279,0.7565359477124183,0.7777777777777778,0.4375,-12.46875,0.7973856209150327,7,9,25,2
100_277,0.7209302325581395,0.7418300653594772,0.7777777777777778,0.4117647058823529,-11.46875,0.7973856209150327,7,10,24,2
100_277,0.6744186046511628,0.7124183006535948,0.7777777777777778,0.3684210526315789,-10.46875,0.7973856209150327,7,12,22,2
100_277,0.6976744186046512,0.7679738562091503,0.8888888888888888,0.4,-9.46875,0.7973856209150327,8,12,22,1
100_277,0.6976744186046512,0.7679738562091503,0.8888888888888888,0.4,-8.46875,0.7973856209150327,8,12,22,1
100_277,0.6744186046511628,0.7532679738562091,0.8888888888888888,0.38095238095238093,-7.46875,0.7973856209150327,8,13,21,1
