Assay,Accuracy,Balanced Accuracy,Recall,Precision,Threshold,AUC,TP,FP,TN,FN
CHEMBL1613870,0.1694915254237288,0.5,0.0,0.0,-44.59375,0.47959183673469385,0,0,10,49
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-43.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-42.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-41.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-40.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-39.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-38.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-37.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-36.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-35.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-34.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-33.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-32.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-31.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-30.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-29.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-28.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-27.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-26.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-25.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-24.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.1864406779661017,0.5102040816326531,0.02040816326530612,1.0,-23.59375,0.47959183673469385,1,0,10,48
CHEMBL1613870,0.2033898305084746,0.5204081632653061,0.04081632653061224,1.0,-22.59375,0.47959183673469385,2,0,10,47
