Fold,Task,AUC
1,1,0.5555555555555556
1,2,0.48979591836734687
1,4,0.4153846153846154
1,5,0.25
1,6,0.5054347826086956
1,7,0.7083333333333333
1,8,0.1111111111111111
1,9,0.33142857142857135
1,10,0.36764705882352944
1,11,0.406060606060606
1,12,0.516025641025641
1,13,0.546875
1,14,0.4285714285714286
1,15,0.36111111111111116
1,16,0.21875
1,17,0.3465909090909091
1,18,0.46938775510204084
1,19,0.7857142857142858
1,20,0.34659090909090906
1,21,0.4153846153846154
1,22,0.42500000000000004
1,23,0.5504201680672269
1,24,0.4558823529411765
1,25,0.425
1,26,0.5599999999999999
1,27,0.3533333333333334
1,28,0.4326923076923077
1,29,0.425
1,30,0.4230769230769231
1,31,0.580054012345679
1,32,0.5747872340425533
1,33,0.4716403162055336
1,34,0.5365296803652968
1,35,0.48967411898446384
1,36,0.5
1,37,0.617063492063492
1,38,0.5
1,39,0.6666666666666667
1,40,0.42857142857142855
1,41,0.35714285714285715
1,42,0.537037037037037
1,43,0.56
1,44,0.5384615384615384
1,45,0.6428571428571429
1,46,0.0
1,47,0.6318681318681318
1,49,0.8625
1,50,0.7307692307692307
1,51,0.5357142857142857
1,52,0.7087912087912088
1,53,1.0
1,54,0.950354609929078
1,55,0.9787234042553192
1,56,0.9957446808510638
1,57,0.9866666666666666
1,58,0.9615384615384615
1,59,1.0
1,60,0.90625
1,61,0.980952380952381
1,62,0.8465116279069768
1,63,0.9588068181818182
1,64,0.9232558139534883
1,65,0.9644444444444444
1,66,0.9603174603174603
1,67,1.0
1,68,0.8463414634146342
1,69,0.9596273291925467
1,70,0.9720496894409938
1,71,0.989795918367347
1,72,0.9090909090909091
1,73,0.9796747967479675
1,74,0.8974358974358974
1,75,0.8377659574468085
1,76,0.9874999999999998
1,77,0.9825396825396826
1,78,0.9740740740740741
1,79,0.887987012987013
1,80,1.0
1,81,0.9956521739130434
1,82,0.9105113636363636
1,83,0.9977777777777778
1,84,0.9795918367346939
1,85,0.9375
1,86,0.9765957446808511
1,87,0.9822695035460992
1,88,0.8681818181818183
1,89,0.8835227272727273
1,90,0.9682539682539683
1,91,0.9659090909090909
1,92,1.0
1,93,0.953125
1,94,0.8800675675675675
1,95,1.0
1,96,0.9090909090909091
1,97,1.0
1,98,0.9777777777777779
1,99,0.955
1,100,0.9746376811594204
1,101,0.9772727272727273
1,102,0.7613636363636364
1,103,0.9835164835164836
1,104,0.9858156028368794
1,105,0.9750000000000001
1,106,0.8589743589743589
1,107,0.9833333333333335
1,108,0.9999999999999999
1,109,0.9312169312169312
1,110,0.9636363636363636
1,111,0.9858156028368795
1,112,0.9866666666666666
1,113,0.9787234042553192
1,114,0.9702380952380951
1,115,0.9666666666666667
1,116,0.0
1,117,0.14583333333333331
1,118,0.41666666666666663
1,119,0.42142857142857143
1,120,0.0
1,121,0.75
1,123,1.0
1,124,0.5
1,125,0.6666666666666667
1,126,0.7666666666666667
1,127,1.0
1,128,0.20833333333333331
1,129,0.7999999999999999
1,130,0.25
1,131,0.4393939393939394
1,132,0.07142857142857142
1,133,0.4666666666666667
1,134,1.0
1,135,1.0
1,136,0.4375
1,137,0.75
1,138,0.625
1,139,0.875
1,140,0.7500000000000001
1,141,0.575
1,142,0.6166666666666666
1,143,1.0
1,144,0.9750000000000001
1,145,1.0
1,146,1.0
1,147,0.5866185897435898
1,148,0.548076923076923
1,149,0.375
1,150,0.4861111111111111
1,151,0.5535714285714286
1,152,0.5928571428571429
1,153,0.8125
1,154,0.6143707482993197
1,155,0.5180237489397795
1,156,0.6766666666666667
1,157,0.5003028467595396
1,158,0.5391865079365079
1,159,0.6598808341608738
1,160,0.8111111111111111
1,161,0.5292652552926526
1,162,0.5461376858435683
1,163,0.5459433040078201
1,164,0.32456140350877194
1,165,0.5702593537414966
1,166,0.6031746031746033
1,167,0.518595041322314
1,168,0.615038872691934
1,169,0.5
1,170,0.7708333333333333
1,171,0.5258651252408477
1,172,0.7261904761904762
1,173,0.5357142857142857
1,174,0.5533333333333333
1,175,0.0
1,176,0.6381016644174539
1,177,0.7039473684210527
1,178,0.5245949074074074
1,179,0.5288461538461539
1,180,0.5847619047619048
1,181,0.5
1,182,0.7804392943618126
1,183,0.8282967032967032
1,184,0.49201302729528534
1,185,0.7236842105263157
1,186,0.847608024691358
1,187,0.581570996978852
1,188,0.5833333333333333
1,189,0.43125
1,190,0.40625
1,191,0.5810810810810811
1,192,0.5317919075144509
1,193,0.5988819007686932
1,194,0.27906976744186046
1,195,0.4
1,196,0.7472222222222222
1,197,0.45703125
1,198,0.6273148148148149
1,199,0.6472727272727272
1,200,0.33333333333333337
1,201,0.5027056277056277
1,202,0.7658862876254181
1,203,0.37895927601809953
1,204,0.726388888888889
1,205,0.6894664842681258
1,206,0.7
1,207,0.625
1,208,0.6944444444444444
1,209,0.7628723477780082
2,1,0.608843537414966
2,2,0.35263157894736846
2,3,0.8947368421052632
2,4,0.6461538461538461
2,5,0.8166666666666667
2,6,0.28888888888888886
2,7,0.5833333333333334
2,8,0.5625
2,9,0.2717391304347826
2,10,0.5249999999999999
2,11,0.734375
2,12,0.5164835164835165
2,13,0.7307692307692308
2,14,0.42
2,15,0.4230769230769231
2,16,0.5681818181818181
2,17,0.40625
2,18,0.59765625
2,19,0.40476190476190477
2,20,0.4294117647058823
2,21,0.6461538461538461
2,22,0.875
2,23,0.3333333333333333
2,24,0.46785714285714286
2,25,0.5873015873015872
2,26,0.015625
2,27,0.6138888888888889
2,28,0.75
2,29,0.13636363636363633
2,30,0.03125
2,31,0.7124835454146555
2,32,0.6088038277511961
2,33,0.5288628472222223
2,34,0.4952066635234952
2,35,0.456726825266612
2,36,0.5
2,37,0.6802721088435374
2,38,0.2692307692307693
2,39,1.0
2,40,0.65
2,41,0.6541666666666667
2,42,0.6586538461538463
2,43,0.6665282392026577
2,44,0.5908695652173913
2,45,0.5416666666666667
2,46,0.4107142857142857
2,47,0.5694444444444444
2,48,0.2
2,49,0.41025641025641024
2,50,0.12222222222222223
2,51,0.38636363636363635
2,52,0.9824561403508771
2,53,0.9753086419753086
2,54,0.95
2,55,0.9791666666666667
2,56,0.9791666666666666
2,57,1.0
2,58,0.9090909090909092
2,59,0.975
2,60,0.9400000000000001
2,61,0.9869565217391305
2,62,1.0
2,63,0.8041666666666666
2,64,0.9791666666666667
2,65,1.0
2,66,0.97
2,67,0.9814814814814815
2,68,0.9473684210526316
2,69,0.965
2,70,0.95
2,71,0.855
2,72,0.9270833333333334
2,73,1.0
2,74,0.9492753623188406
2,75,0.8888888888888888
2,76,0.9750000000000001
2,77,0.9940476190476191
2,78,0.9855769230769231
2,79,1.0
2,80,0.9583333333333334
2,81,0.9791666666666666
2,82,1.0
2,83,1.0
2,84,0.8391304347826087
2,85,0.9411764705882353
2,86,1.0
2,87,0.7548076923076923
2,88,1.0
2,89,0.9487179487179487
2,90,0.9711538461538461
2,91,0.984375
2,92,0.9743589743589743
2,93,0.9814814814814816
2,94,0.9416666666666667
2,95,0.7456140350877193
2,96,0.9659090909090909
2,97,1.0
2,98,0.9807692307692308
2,100,0.79
2,101,0.9759615384615384
2,102,0.953125
2,103,0.9652777777777778
2,104,0.9855769230769231
2,105,0.9871794871794872
2,106,1.0
2,107,0.8229166666666667
2,108,1.0
2,109,0.9349999999999999
2,110,0.9895833333333334
2,111,0.712121212121212
2,112,0.9583333333333333
2,113,0.5865384615384616
2,114,0.951388888888889
2,115,0.984375
2,116,0.0
2,117,0.6818181818181818
2,119,0.6607142857142857
2,120,0.19999999999999998
2,121,0.6666666666666667
2,122,0.35
2,123,0.16666666666666666
2,124,0.5625
2,125,0.6666666666666666
2,126,1.0
2,127,0.3916666666666667
2,128,0.375
2,129,0.609375
2,130,0.6857142857142857
2,131,0.8214285714285714
2,133,0.0
2,134,0.9166666666666667
2,135,0.7083333333333334
2,136,0.38888888888888895
2,137,0.0
2,138,0.5
2,139,0.6
2,140,0.6875
2,141,0.4375
2,142,0.7314814814814815
2,143,0.1
2,144,0.7777777777777779
2,145,0.9166666666666667
2,146,0.9166666666666667
2,147,0.6023035230352303
2,148,0.75
2,150,0.6218487394957983
2,151,0.25
2,152,0.6875
2,153,0.5666666666666667
2,154,0.5662393162393162
2,155,0.4965226760701342
2,156,0.7142857142857143
2,157,0.5447154471544715
2,158,0.5623582766439909
2,159,0.6738562091503268
2,160,0.7407407407407408
2,161,0.5330492037566353
2,162,0.48610151933701656
2,163,0.5564217891054473
2,164,0.6153846153846153
2,165,0.5909090909090908
2,166,0.55
2,167,0.5267857142857143
2,168,0.625102993683054
2,169,0.5
2,170,0.6571428571428571
2,171,0.5482770562770563
2,172,0.6922764227642277
2,173,0.16666666666666666
2,174,0.4921875
2,175,0.7428571428571428
2,176,0.6414782129067842
2,177,0.6060606060606061
2,178,0.4393548387096774
2,179,0.4590643274853802
2,180,0.5448008849557522
2,181,0.75
2,182,0.7861484619635292
2,183,0.7852639873916469
2,184,0.5570158102766798
2,185,0.7307692307692308
2,186,0.6476923076923078
2,187,0.25
2,188,0.41666666666666663
2,189,0.6055555555555556
2,190,0.4375
2,191,0.863013698630137
2,192,0.43472222222222223
2,193,0.5104821802935011
2,194,0.6133720930232558
2,195,0.33999999999999997
2,196,0.7226890756302521
2,197,0.5833333333333333
2,198,0.8323170731707318
2,199,0.7629032258064516
2,200,0.875
2,201,0.5953565505804311
2,202,0.8233082706766917
2,203,0.4248599083036169
2,204,0.40789473684210525
2,205,0.75
2,206,0.45454545454545453
2,207,0.375
2,208,0.4411764705882353
2,209,0.7298199767711963
3,1,0.4880952380952381
3,2,0.48181818181818187
3,3,0.7239583333333334
3,4,0.4711538461538461
3,5,0.45833333333333326
3,6,0.5555555555555556
3,7,0.45
3,8,0.44999999999999996
3,9,0.2569444444444444
3,10,0.4444444444444445
3,11,0.8821428571428571
3,12,0.4827302631578947
3,13,0.4444444444444444
3,14,0.5555555555555556
3,15,0.6071428571428572
3,16,0.3833333333333333
3,17,0.5125
3,18,0.471875
3,19,0.7232142857142857
3,20,0.4652173913043478
3,21,0.4711538461538461
3,22,0.4375
3,23,0.46078431372549017
3,24,0.8181818181818181
3,25,0.6785714285714286
3,26,0.7333333333333333
3,27,0.5340909090909091
3,28,0.4733333333333333
3,29,0.5714285714285714
3,30,0.6547619047619048
3,31,0.6113149847094801
3,32,0.5888062409288823
3,33,0.445057322085226
3,34,0.5403811252268602
3,35,0.5392099056603774
3,36,0.2894736842105263
3,37,0.6712962962962963
3,38,0.5
3,39,0.7916666666666666
3,40,0.7833333333333333
3,41,0.21739130434782605
3,42,0.29375
3,43,0.6452762923351159
3,44,0.5659620991253644
3,45,0.8777777777777778
3,46,0.45833333333333337
3,47,0.8181818181818182
3,49,0.8636363636363636
3,50,0.8333333333333334
3,51,0.6571428571428571
3,52,0.9578947368421052
3,53,0.9655172413793104
3,54,0.9428571428571428
3,55,0.7629629629629631
3,56,0.9537037037037037
3,57,0.7824074074074074
3,58,0.7077922077922079
3,59,0.9583333333333334
3,60,0.8928571428571428
3,61,0.9753086419753086
3,62,0.9440000000000001
3,63,0.8685897435897437
3,64,0.9479166666666667
3,65,0.9266666666666666
3,66,0.8730769230769231
3,67,0.962962962962963
3,68,0.9305555555555556
3,69,0.9482758620689655
3,70,0.9482758620689655
3,71,0.9666666666666667
3,72,1.0
3,73,0.9855072463768116
3,74,0.844
3,75,0.9074074074074073
3,76,0.9224137931034482
3,77,0.7375
3,78,0.9655172413793104
3,79,0.9481481481481482
3,80,1.0
3,81,0.7731481481481481
3,82,0.9675925925925927
3,83,0.8125
3,84,0.9722222222222222
3,85,0.9206349206349206
3,86,0.9821428571428571
3,87,0.9655172413793103
3,88,0.962962962962963
3,89,0.9814814814814814
3,90,0.956896551724138
3,91,0.7723214285714286
3,92,0.9666666666666667
3,93,0.7678571428571428
3,94,0.8598484848484849
3,95,0.9583333333333334
3,96,0.7916666666666666
3,97,0.75
3,98,0.7788461538461539
3,99,0.8967391304347827
3,100,0.9666666666666667
3,101,0.962962962962963
3,102,0.8461538461538463
3,103,0.9238095238095239
3,104,0.9666666666666667
3,105,0.8209876543209877
3,106,0.9583333333333334
3,107,0.9655172413793104
3,108,0.7403846153846154
3,109,0.8914285714285713
3,110,0.8333333333333333
3,111,0.9666666666666667
3,112,0.8303571428571429
3,113,0.9444444444444444
3,114,0.9545454545454545
3,115,0.9508928571428571
3,116,0.7222222222222223
3,117,0.2692307692307692
3,118,0.875
3,119,0.5111111111111111
3,120,0.9444444444444444
3,121,0.6458333333333333
3,122,0.45238095238095244
3,123,0.5625
3,124,0.59375
3,125,0.5666666666666667
3,126,0.8125
3,127,0.375
3,128,0.5
