CHEMBL_ID,Cel_counter_model
CHEMBL1613794,0.4333333333333333
CHEMBL1963988,0.42500000000000004
CHEMBL1963976,0.4375
CHEMBL1963981,0.6236559139784946
CHEMBL1963985,0.41333333333333333
CHEMBL1963989,0.4666666666666667
CHEMBL1963990,0.6190476190476191
CHEMBL1963991,0.5862068965517242
CHEMBL1963994,0.5308641975308641
CHEMBL1964017,0.6599999999999999
CHEMBL1613842,0.5210084033613445
CHEMBL1964018,0.5379310344827586
CHEMBL1964021,0.5428571428571429
CHEMBL1964025,0.5057471264367815
CHEMBL1964030,0.45714285714285713
CHEMBL1964034,0.828125
CHEMBL1964037,0.6021505376344085
CHEMBL1964040,0.46896551724137925
CHEMBL1964043,0.6969696969696969
CHEMBL1964045,0.41666666666666663
CHEMBL1964047,0.5333333333333333
CHEMBL1614361,0.375
CHEMBL1964048,0.5583333333333333
CHEMBL1964059,0.5913978494623655
CHEMBL1964062,0.6296296296296295
CHEMBL1964063,0.6130952380952381
CHEMBL1964065,0.4345238095238095
CHEMBL1964066,0.5161290322580645
CHEMBL1964072,0.52
CHEMBL1964075,0.4370370370370371
CHEMBL1964077,0.525
CHEMBL1964085,0.30000000000000004
CHEMBL1614364,0.5
CHEMBL1964086,0.6923076923076923
CHEMBL1964087,0.5208333333333334
CHEMBL1964088,0.5310344827586206
CHEMBL1964091,0.7258064516129032
CHEMBL1964092,0.6357142857142857
CHEMBL1964099,0.36363636363636365
CHEMBL1963844,0.6612903225806451
CHEMBL1963854,0.5967741935483871
CHEMBL1963860,0.7321428571428572
CHEMBL1963866,0.575
CHEMBL1614421,0.4555555555555556
CHEMBL1963868,0.5133333333333333
CHEMBL1963874,0.41954022988505746
CHEMBL1963876,0.6236559139784946
CHEMBL1963880,0.4
CHEMBL1963882,0.5277777777777778
CHEMBL1963885,0.5955459770114943
CHEMBL1963887,0.5833333333333333
CHEMBL1963889,0.375
CHEMBL1963895,0.4731182795698924
CHEMBL1963900,0.9583333333333334
