PUMA_ASSAY_ID,roc_auc,balanced_acc,precision,recall,auprc,f1_score,auprg
185_666,0.5541147046528505,0.5084217238617682,0.04444756155380199,0.42598039215686273,0.09940592957283692,0.08004075043960451,0.03598490810109019
186_668,0.7022389306720604,0.6459582873100438,0.061482824012800495,0.6025396825396825,0.3956532163728289,0.11121899720454412,0.2720377469904777
186_669,0.6452766152303053,0.6422204465794586,0.027051561365286858,0.5833333333333334,0.345096320417885,0.05158730158730159,0.13240241192963584
187_618,0.3948209087336944,0.42371840886843176,0.016360263113509865,0.24444444444444446,0.03348565847494165,0.03006770211071286,0.0034498057173623572
187_619,0.71325330371383,0.7756429425837321,0.2388888888888889,0.75,0.36666666666666664,0.35876623376623373,0.10645269585486976
19_30,0.7760416666666666,0.609375,0.3380952380952381,0.6666666666666666,0.6645833333333333,0.42063492063492064,0.21948450854700854
190_628,0.43042730993484446,0.4584923580732947,0.021838288055865508,0.33158730158730154,0.036081529358351336,0.04069790085572007,-0.0012100290413047856
190_629,0.5854092565722754,0.5786650617962982,0.024194616491229247,0.5409523809523809,0.05624098930216367,0.04602610282063578,0.018684569929077525
190_674,0.40368380010632066,0.4256556067550724,0.015354452814999711,0.32666666666666666,0.024085144402593982,0.029158724769456155,-0.002627721549446218
191_630,0.5110594575399674,0.5390511458216671,0.0200358290554369,0.6662393162393163,0.026000593126507782,0.03879336507651622,0.005358578208994621
191_631,0.5050119109746187,0.551722864621534,0.018966191346793844,0.6885714285714286,0.022292857065885206,0.036746253347050215,0.003867588148981637
191_675,0.4407492780528053,0.5616914191419142,0.009746867603599748,0.625,0.015732494339864116,0.019143340546015377,-0.000338709516688568
192_635,0.7666666666666668,0.7416666666666667,0.212797619047619,0.75,0.6008852258852259,0.32386363636363635,0.12460519464195938
193_723,0.5749042132570497,0.5794008367506465,0.0753481731067938,0.5770995670995671,0.11875341708426483,0.13228132224987205,0.03341203026761942
194_639,0.4857152499218369,0.4811167226989232,0.029430136351188036,0.3898834498834499,0.04704038196210062,0.05456596164112126,0.006062137672149285
194_678,0.5616324356923781,0.5512235270289404,0.015185046652784123,0.5133333333333333,0.026414703033383873,0.02925609205297522,0.00531898038598042
195_642,0.5592139732747544,0.5405902721526253,0.09375580879652856,0.43229713423831073,0.190478150680296,0.15278604402436985,0.08578040839250639
196_644,0.6217121547499656,0.6059979900031831,0.005879856018257315,0.6,0.007574473150817785,0.011616288644536682,0.0010301255166631107
