Fold,Task,AUC_ROC,AUC_PR,Test_Set_Length,Num_Actives,Num_Inactives
2,105_374,,,14,0,14
2,105_382,1.0,1.0,14,1,13
2,105_385,0.7777777777777778,0.3333333333333333,10,1,9
2,105_391,1.0,1.0,10,1,9
2,106_392,,,17,0,17
2,108_394,0.0,0.09090909090909091,11,1,10
2,109_395,0.3333333333333333,0.28535353535353536,11,3,8
2,11_21,,,12,0,12
2,11_22,,,12,0,12
2,110_396,,,2,0,2
2,110_397,0.019230769230769246,0.03721075672295185,41,2,39
2,110_398,0.618421052631579,0.11489898989898989,41,3,38
2,110_399,0.6341463414634146,0.0625,42,1,41
2,110_400,0.65,0.06666666666666667,41,1,40
2,110_401,0.5055555555555555,0.18477382520860783,41,5,36
2,111_402,1.0,1.0,25,1,24
2,112_406,,,11,0,11
2,113_407,1.0,1.0,11,1,10
2,114_408,,,11,0,11
2,115_409,,,14,0,14
2,116_411,0.27419354838709675,0.061553030303030304,33,2,31
2,116_412,0.25,0.05718954248366013,34,2,32
2,116_413,0.0,0.06666666666666667,15,1,14
2,116_414,0.0,0.06666666666666667,15,1,14
2,116_415,0.0,0.08333333333333333,12,1,11
2,116_416,0.45454545454545453,0.3269230769230769,13,2,11
2,116_420,0.6,0.1111111111111111,21,1,20
2,116_421,0.0,0.047619047619047616,21,1,20
2,116_424,1.0,1.0,19,1,18
2,116_425,,,23,0,23
2,116_426,0.5416666666666667,0.17524509803921567,34,4,30
2,116_427,0.4913793103448276,0.1537858422939068,33,4,29
2,117_429,1.0,1.0,22,2,20
2,117_430,0.9523809523809523,0.5,22,1,21
2,118_432,,,19,0,19
2,118_434,0.4285714285714286,0.29166666666666663,9,2,7
2,12_23,0.4642857142857143,0.3125,16,2,14
2,13_24,0.4642857142857143,0.3125,16,2,14
2,133_474,,,12,0,12
2,134_476,,,2,0,2
2,134_477,0.41666666666666663,0.125,13,1,12
2,135_479,,,2,0,2
2,14_25,0.4642857142857143,0.3125,16,2,14
2,143_495,0.9166666666666666,0.5888888888888889,19,3,16
2,145_497,,,10,0,10
2,15_26,,,16,0,16
2,153_510,,,11,0,11
2,154_511,1.0,1.0,11,2,9
2,16_27,0.0,0.0625,16,1,15
2,160_519,,,42,0,42
2,167_539,0.9090909090909091,0.5,12,1,11
2,167_538,0.9090909090909091,0.5,12,1,11
2,168_541,,,29,0,29
2,168_542,0.47916666666666663,0.23054070112893643,19,3,16
2,168_543,0.9166666666666666,0.7222222222222222,19,3,16
2,169_544,0.9375,0.75,18,2,16
2,169_545,1.0,1.0,18,1,17
2,169_548,,,18,0,18
2,169_549,1.0,1.0,18,4,14
2,17_28,,,13,0,13
2,170_550,1.0,1.0,15,1,14
2,170_551,1.0,1.0,15,1,14
2,174_555,1.0,1.0,25,1,24
2,175_559,,,11,0,11
2,175_561,,,11,0,11
2,177_585,0.4185185185185185,0.00625,271,1,270
2,178_591,,,20,0,20
2,178_684,0.5069930069930069,0.07375451181869873,193,11,182
2,179_659,0.6696787148594379,0.017549261083743842,251,2,249
2,18_29,1.0,1.0,16,2,14
2,180_686,0.4803822937625754,0.0702760959099211,149,7,142
2,181_599,,,9,0,9
2,181_600,,,9,0,9
2,183_604,0.6128078817733991,0.09228192073755125,152,7,145
2,184_606,0.801470588235294,0.4201735250987847,193,17,176
2,185_665,0.02083333333333337,0.008403361344537815,121,1,120
2,185_666,0.40536723163841804,0.031181139122315592,121,3,118
2,185_667,,,121,0,121
2,186_668,0.6918238993710693,0.07506942108708467,164,5,159
2,186_669,,,164,0,164
2,187_618,0.5427480916030535,0.06048314863848844,136,5,131
2,187_619,0.9736842105263158,0.75,40,2,38
2,19_30,0.0,0.07692307692307693,13,1,12
2,190_628,0.4911634756995582,0.04084818964789266,201,7,194
2,190_629,0.5505102040816326,0.07604993788148869,201,5,196
2,190_674,0.5561403508771929,0.022014095171530086,193,3,190
2,191_630,0.5940594059405941,0.01792230968349483,511,6,505
2,191_631,0.6383219954648526,0.02463115911607236,511,7,504
2,191_675,0.36,0.01488095238095238,152,2,150
2,192_635,0.1388888888888889,0.08571428571428572,20,2,18
2,193_723,0.5539772727272727,0.1682080136500078,171,11,160
2,194_639,0.5738866396761134,0.084298995422748,393,13,380
2,194_678,0.48019801980198024,0.03075446276547738,207,5,202
2,195_642,0.638314606741573,0.2631461350927306,381,25,356
2,196_644,0.6164440734557597,0.00632131026867869,601,2,599
2,197_645,0.5063657407407407,0.15983000757575483,84,12,72
2,197_646,0.5746835443037975,0.07582208895552224,84,5,79
2,197_647,0.9230769230769231,0.3333333333333333,27,1,26
2,197_648,0.9230769230769231,0.3333333333333333,27,1,26
2,197_649,0.5919038873584329,0.26643411766210434,231,33,198
2,197_650,0.5711929631665751,0.10299717362914643,231,17,214
2,197_651,0.8451327433628318,0.12790953730889945,231,5,226
2,198_682,0.6660608814175375,0.25746855507422345,386,31,355
2,199_657,0.5029212432811405,0.11950298170115181,400,11,389
2,200_658,1.0,1.0,10,4,6
2,201_660,0.921875,0.5158730158730158,67,3,64
2,202_661,0.8474046278924328,0.3069656049241056,539,6,533
2,203_662,0.675771208226221,0.024752861696732596,393,4,389
2,204_663,0.9974293059125964,0.5,390,1,389
2,205_664,0.5918192918192918,0.1395402476893349,500,45,455
2,206_670,0.487280701754386,0.027002370492793068,386,6,380
2,206_671,0.4351677346400301,0.01742155319342526,386,7,379
2,207_672,0.3122222222222222,0.016329310274601782,306,6,300
2,208_673,0.6560374149659863,0.03072463768115942,395,3,392
2,209_676,0.811626195732156,0.023797065331624623,456,3,453
2,21_32,,,13,0,13
2,210_677,0.5520066889632107,0.05122704214971024,623,25,598
2,212_680,0.7826267664172901,0.025850231202277675,404,3,401
2,213_681,0.4119280613594287,0.0732813484554027,218,19,199
2,214_683,0.3948618307426598,0.014098352454739279,392,6,386
2,215_685,0.7165620770271933,0.37358300117755555,328,27,301
2,216_687,0.5363562091503268,0.01938458898350168,414,6,408
2,217_688,0.5841168091168092,0.15397022759085854,391,40,351
2,217_689,0.5982712765957446,0.09770287852681692,251,16,235
2,219_691,0.4773869346733668,0.030362471650994285,408,10,398
2,220_692,0.5626990108337259,0.035971242934204825,2173,50,2123
2,221_693,0.6891132729509113,0.10306688865660345,3056,75,2981
2,223_695,0.6003370098039216,0.026519211467724603,416,8,408
2,224_696,0.6316950543812848,0.064352864579104,465,22,443
2,225_697,0.8041455160744501,0.08100661843927967,397,3,394
2,227_699,0.5096510764662212,0.04216381078335538,455,6,449
2,228_700,0.4448441247002398,0.09905308652776065,151,12,139
2,229_701,0.5720842943065166,0.1920384386720933,645,78,567
2,23_34,,,13,0,13
2,230_702,0.5573529411764706,0.03513710511465166,384,10,374
2,231_703,0.5870191150685874,0.13332143924215048,1779,68,1711
2,232_704,0.6618401759530792,0.3175486200119309,383,31,352
2,232_705,0.33962264150943394,0.031525954505141174,383,12,371
2,233_706,0.5205213346597478,0.014868473739261338,2887,26,2861
2,234_707,0.5215818622360678,0.0389248512305028,3077,107,2970
2,235_708,0.6552829989844993,0.12845549768504147,2041,108,1933
2,236_709,0.6685835351089588,0.2719627702856088,465,52,413
2,237_710,0.6700665188470065,0.07693566562914078,466,15,451
2,237_711,0.6975308641975309,0.02,163,1,162
2,238_712,0.5414571428571429,0.03449205756545221,2705,80,2625
2,239_713,0.5300114340735391,0.01252319772967896,2894,29,2865
2,24_35,0.9545454545454545,0.8333333333333333,13,2,11
2,240_714,0.6262999110221332,0.07096716302150238,2703,111,2592
2,241_715,0.49984398197417007,0.04772653650590905,2927,108,2819
2,242_716,0.46535035023689164,0.02906208512334646,2939,93,2846
2,243_717,0.4607689003436426,0.012048870695314002,2950,40,2910
2,244_718,0.4020112502653364,0.007380020936894787,2706,14,2692
2,245_719,0.5504493464052288,0.16403660701737588,376,36,340
2,246_720,0.6193416049629777,0.015196755538807677,2649,19,2630
2,247_721,0.5248922835879357,0.02105948723633845,2593,40,2553
2,248_722,0.5246510626543611,0.04368753058421596,2610,98,2512
2,249_724,0.5282326185834957,0.050720332762247834,2691,126,2565
2,25_36,0.13636363636363635,0.13247863247863248,13,2,11
2,250_725,0.9738938053097346,0.08388157894736842,567,2,565
2,250_726,0.8306451612903226,0.09453778748625943,567,9,558
2,251_727,0.6374136607828089,0.017838059594025915,2621,15,2606
2,253_729,0.7268694550063372,0.02637539594061333,266,3,263
2,254_730,0.9203187250996016,0.2402299629529231,255,4,251
2,257_735,0.5126021798365122,0.11192091417601006,411,44,367
2,258_736,0.4941919191919192,0.014800980112199682,401,5,396
2,259_737,0.5049896765313145,0.007138516663444222,1463,10,1453
2,26_37,,,13,0,13
2,260_738,0.5863033828654656,0.06991041408793,2452,98,2354
2,261_739,0.5523147228293265,0.14170209209036116,789,70,719
2,262_740,0.666046039268788,0.10836165759433086,429,7,422
2,263_741,0.5511811023622047,0.15696705111305917,414,33,381
2,264_742,0.6034160435078179,0.00798482871930782,2952,10,2942
2,265_743,0.5334138153053716,0.09166511964409897,2596,180,2416
2,266_744,0.6086661941294196,0.03731070009629137,1531,32,1499
2,267_745,0.6923233557320302,0.04926236933405698,1667,30,1637
2,268_746,0.6013736649803261,0.047734071419350634,2456,84,2372
2,269_747,0.5661218401632909,0.04734539476427374,3005,110,2895
2,27_38,0.6849999999999999,0.7740601503759399,20,10,10
2,27_39,0.7760416666666666,0.787750626566416,20,8,12
2,27_40,,,16,0,16
2,270_748,0.5618080565559557,0.010295556168464035,2877,21,2856
2,271_749,0.4843621680810293,0.16257225221025914,333,52,281
2,272_750,0.4754918588873813,0.05220311901641822,547,11,536
2,273_751,0.5138888888888888,0.05085135144861555,373,13,360
2,274_752,0.4035567606996179,0.0057437595391684705,3024,21,3003
2,275_753,0.8601532567049808,0.5633333333333334,267,6,261
2,275_754,0.5759133126934983,0.052618455347304374,2994,19,2975
2,276_755,0.39972089314194575,0.010922236851931257,2542,34,2508
2,277_756,0.6274967109197465,0.025773552758883232,2793,6,2787
2,278_757,0.49769546494415284,0.02986093819092841,2549,72,2477
2,279_758,0.3787024622135544,0.004720200347548359,2358,14,2344
2,280_759,0.5798151815181518,0.009022277674229865,2540,15,2525
2,281_760,0.4840206185567011,0.015783936622071452,393,5,388
2,283_762,0.4517880794701986,0.08796882404747842,327,25,302
2,29_43,,,15,0,15
2,3_3,0.9166666666666666,0.5,13,1,12
2,37_69,,,10,0,10
2,37_70,0.5,0.26666666666666666,10,2,8
2,37_74,,,10,0,10
2,37_77,,,10,0,10
2,40_95,0.7777777777777778,0.3333333333333333,10,1,9
2,40_96,0.7777777777777778,0.3333333333333333,10,1,9
2,42_103,,,11,0,11
2,42_104,,,11,0,11
2,44_106,0.4,0.14285714285714285,11,1,10
2,46_120,1.0,1.0,11,1,10
2,49_149,,,13,0,13
2,5_5,,,19,0,19
2,50_154,,,7,0,7
2,53_178,0.0,0.09090909090909091,11,1,10
2,54_179,0.2222222222222222,0.125,10,1,9
2,54_182,0.5833333333333334,0.3666666666666667,8,2,6
2,6_7,,,7,0,7
2,7_10,,,10,0,10
2,7_11,,,10,0,10
2,70_211,1.0,1.0,18,1,17
2,71_212,0.25,0.1111111111111111,11,1,10
2,71_213,0.25,0.1111111111111111,11,1,10
2,76_230,,,15,0,15
2,78_237,,,11,0,11
2,8_12,,,10,0,10
2,8_13,,,10,0,10
2,80_239,0.0,0.08333333333333333,12,1,11
2,81_241,,,23,0,23
2,82_242,0.75,0.34090909090909094,22,2,20
2,82_243,1.0,1.0,8,1,7
2,83_244,0.9545454545454546,0.5,23,1,22
2,83_245,,,11,0,11
2,84_246,,,11,0,11
2,85_247,0.5833333333333334,0.6602564102564102,13,4,9
2,85_248,0.8333333333333334,0.45,14,2,12
2,86_249,0.22222222222222227,0.17142857142857143,11,2,9
2,86_250,0.0,0.14090909090909093,11,2,9
2,88_252,,,30,0,30
2,88_254,0.8222222222222222,0.5873015873015872,18,3,15
2,89_255,0.0,0.0625,16,1,15
2,9_14,,,4,0,4
2,9_17,,,10,0,10
2,9_18,1.0,1.0,4,1,3
2,90_256,0.7027027027027027,0.08333333333333333,38,1,37
2,91_257,,,10,0,10
2,92_258,0.4375,0.2777777777777778,10,2,8
2,93_259,0.8131313131313131,0.749743829155594,31,9,22
3,1_1,,,12,0,12
3,10_19,,,7,0,7
3,10_20,,,9,0,9
3,100_277,0.6666666666666666,0.7222222222222222,7,3,4
3,100_278,0.8333333333333334,0.9166666666666666,7,4,3
3,104_291,0.7,0.5,7,2,5
3,105_355,0.8333333333333334,0.5,7,1,6
3,105_369,0.5,0.25,7,1,6
3,105_361,,,7,0,7
3,105_378,0.7,0.5,7,2,5
3,105_352,0.7,0.5,7,2,5
3,104_289,0.7,0.5,7,2,5
3,105_377,,,7,0,7
3,105_375,0.5,0.25,7,1,6
3,104_325,0.6666666666666667,0.5,4,1,3
3,104_297,0.6666666666666667,0.5,4,1,3
3,104_295,,,4,0,4
3,104_299,1.0,1.0,4,2,2
3,104_300,0.5,0.5,3,1,2
3,104_326,,,3,0,3
3,104_319,,,4,0,4
3,104_323,1.0,1.0,4,2,2
3,104_334,,,4,0,4
3,105_339,0.7,0.5,7,2,5
3,105_341,0.7,0.5,7,2,5
3,105_360,0.7,0.5,7,2,5
3,105_362,0.7,0.5,7,2,5
3,105_374,0.7,0.5,7,2,5
3,105_382,0.7,0.5,7,2,5
3,105_385,,,4,0,4
3,105_391,,,4,0,4
3,106_392,,,9,0,9
3,108_394,0.8,0.5,6,1,5
3,109_395,0.4,0.25,6,1,5
3,11_21,,,4,0,4
3,11_22,0.33333333333333337,0.3333333333333333,4,1,3
3,110_396,,,4,0,4
3,110_397,,,23,0,23
3,110_398,,,24,0,24
3,110_399,0.7717391304347826,0.5769230769230769,25,2,23
3,110_400,,,24,0,24
3,110_401,0.5166666666666666,0.16566113624937157,23,3,20
3,111_402,0.44166666666666665,0.4805555555555555,16,6,10
3,112_406,0.0,0.3333333333333333,3,1,2
3,113_407,,,3,0,3
3,114_408,0.5,0.5,3,1,2
3,115_409,0.8333333333333334,0.5,7,1,6
3,116_411,0.5,0.1,19,1,18
3,116_412,0.5625,0.1736111111111111,18,2,16
3,116_413,,,8,0,8
3,116_414,,,8,0,8
3,116_415,,,6,0,6
3,116_416,,,5,0,5
3,116_420,,,8,0,8
3,116_421,,,8,0,8
3,116_424,,,8,0,8
3,116_425,,,9,0,9
3,116_426,0.5294117647058824,0.1111111111111111,18,1,17
3,116_427,0.4895833333333333,0.17976190476190476,19,3,16
3,117_429,0.7142857142857143,0.3333333333333333,8,1,7
3,117_430,0.6666666666666667,0.3333333333333333,7,1,6
3,118_432,0.711111111111111,0.7291666666666666,18,3,15
3,118_434,0.6666666666666666,0.9166666666666665,4,3,1
3,12_23,0.5,0.5317460317460317,7,3,4
3,13_24,0.5,0.5317460317460317,7,3,4
3,133_474,0.75,0.5,5,1,4
3,134_476,,,1,0,1
3,134_477,0.75,0.5,5,1,4
3,135_479,,,1,0,1
3,14_25,0.5,0.5317460317460317,7,3,4
3,143_495,0.33333333333333337,0.14285714285714285,10,1,9
3,145_497,,,5,0,5
3,15_26,1.0,1.0,7,3,4
3,153_510,,,4,0,4
3,154_511,,,5,0,5
3,16_27,0.75,0.8928571428571428,7,4,3
3,160_519,0.4285714285714286,0.058823529411764705,29,1,28
3,167_539,,,3,0,3
3,167_538,,,3,0,3
3,168_541,,,13,0,13
3,168_542,,,6,0,6
3,168_543,,,6,0,6
3,169_544,0.6666666666666667,0.25,10,1,9
3,169_545,0.8888888888888888,0.5,10,1,9
3,169_548,,,10,0,10
3,169_549,0.76,0.8083333333333333,10,5,5
3,17_28,,,5,0,5
3,170_550,,,4,0,4
3,170_551,,,4,0,4
3,174_555,0.625,0.25,9,1,8
3,175_559,,,3,0,3
3,175_561,,,3,0,3
3,177_585,0.5915798611111112,0.047521924962863116,440,8,432
3,178_591,0.8888888888888888,0.5,10,1,9
3,178_684,0.5972222222222222,0.2004010096995103,243,15,228
3,179_659,0.5261020881670534,0.0181956940874036,433,2,431
3,18_29,,,7,0,7
3,180_686,0.6238532110091743,0.18345287917867603,122,13,109
3,181_599,0.25,0.25,5,1,4
3,181_600,,,5,0,5
3,183_604,0.6077844311377245,0.28961931829382837,183,16,167
3,184_606,0.6675685425685425,0.36220705166406536,243,12,231
3,185_665,0.5946428571428571,0.06948472830844006,292,12,280
3,185_666,0.6238502673796791,0.12100323119896837,292,17,275
3,185_667,,,292,0,292
3,186_668,0.24331983805668014,0.014654695053320212,252,5,247
3,186_669,,,252,0,252
3,187_618,0.2862776025236593,0.006393262093156049,319,2,317
3,187_619,0.9090909090909091,0.3333333333333333,23,1,22
3,19_30,1.0,1.0,5,3,2
3,190_628,0.45494579945799457,0.023513188978767707,377,8,369
3,190_629,0.5807200929152148,0.048348842427298096,376,7,369
3,190_674,0.4647945205479452,0.033044652822401134,375,10,365
3,191_630,0.5985086342229199,0.012663287039073566,643,6,637
3,191_631,0.6232449297971918,0.006142322097378278,643,2,641
3,191_675,0.6333333333333333,0.04627496159754224,302,2,300
3,192_635,0.8888888888888888,0.5,10,1,9
3,193_723,0.5840336134453782,0.07307017946447245,250,12,238
3,194_639,0.46561302681992334,0.0684794814363052,363,15,348
3,194_678,0.6284722222222222,0.017768832662449684,362,2,360
3,195_642,0.6098196138211383,0.1998072598671815,352,24,328
3,196_644,0.5747773089545241,0.006177921262667026,714,3,711
3,197_645,0.45626884963377856,0.09182504990947123,233,22,211
3,197_646,0.4257269279393173,0.03045573658108411,233,7,226
3,197_647,0.1333333333333333,0.07142857142857142,16,1,15
3,197_648,,,16,0,16
3,197_649,0.5298826261872175,0.1179474062077612,560,47,513
3,197_650,0.5905594688689175,0.10346419197784555,560,23,537
3,197_651,0.6818794964028777,0.07974936532949042,560,4,556
3,198_682,0.6016068052930057,0.19683364492436972,345,23,322
3,199_657,0.5875889817393996,0.11339334210572864,368,9,359
3,200_658,,,3,0,3
3,201_660,0.8201754385964912,0.5416666666666666,59,2,57
3,202_661,0.8510610766045549,0.19039814406223426,491,8,483
3,203_662,,,363,0,363
3,204_663,0.4218898385565052,0.0569126794966964,357,6,351
3,205_664,0.567034203420342,0.115153370987722,549,44,505
3,206_670,0.5653409090909091,0.27571341675356276,356,4,352
3,206_671,0.4809523809523809,0.021322253673623608,356,6,350
3,207_672,0.5242868999257415,0.07640497581298858,626,39,587
3,208_673,0.8739612188365651,0.095313382269904,366,5,361
3,209_676,0.7380546075085324,0.006369426751592357,587,1,586
3,21_32,,,7,0,7
3,210_677,0.495596020445418,0.02452340057062459,937,24,913
3,212_680,0.7466487935656836,0.015268065268065269,375,2,373
3,213_681,0.5521523178807948,0.12696466645460577,338,36,302
3,214_683,0.35546218487394965,0.013099395100027016,362,5,357
3,215_685,0.8979118329466358,0.46619678876451864,448,17,431
3,216_687,0.32043010752688167,0.011730590572761703,377,5,372
3,217_688,0.6175557179393497,0.1958276769414894,356,34,322
3,217_689,0.48703483768804434,0.03208899330622365,433,12,421
3,219_691,0.5041666666666667,0.022311764641335045,366,6,360
3,220_692,0.5269081286694782,0.03562918140188909,2143,58,2085
3,221_693,0.6602493724688058,0.09748118798458921,3080,73,3007
3,223_695,0.5508021390374331,0.06182628671870849,382,8,374
3,224_696,0.5390456506110711,0.06490565362363868,454,26,428
3,225_697,0.938134810710988,0.18229166666666666,364,3,361
3,227_699,0.5670403587443945,0.10192761885858498,451,5,446
3,228_700,0.5862179487179486,0.0618460836940051,203,8,195
3,229_701,0.5366305455219043,0.12270393480591094,791,59,732
3,23_34,0.5,0.25,7,1,6
3,230_702,0.44833096590909094,0.08066815971055313,360,8,352
3,231_703,0.5237088705699993,0.12261809902568971,1631,54,1577
3,232_704,0.6961005478569127,0.30822583005905796,350,29,321
3,232_705,0.6891891891891893,0.20340221595470903,350,17,333
3,233_706,0.607331927851956,0.03094586447578218,2876,30,2846
3,234_707,0.5688019917405995,0.06791130190805589,3096,119,2977
3,235_708,0.5988345151626181,0.0647224765319794,2244,86,2158
3,236_709,0.6805695989214696,0.24355697317009972,457,43,414
3,237_710,0.5807728856509344,0.03077577927290057,458,7,451
3,237_711,0.002824858757062121,0.0056179775280898875,178,1,177
3,238_712,0.5825186889016677,0.08549737135915261,2639,148,2491
3,239_713,0.5128108393168634,0.0170920091279797,2784,45,2739
3,24_35,0.8,0.5833333333333333,7,2,5
3,240_714,0.6162896145481394,0.06370635493073021,2641,98,2543
3,241_715,0.4998861754586945,0.03252981851345085,2850,99,2751
3,242_716,0.5197018352906032,0.018672773086045463,2857,38,2819
3,243_717,0.4573732000748021,0.010995277932300339,2865,34,2831
3,244_718,0.5093526801192705,0.01538017253413135,2644,22,2622
3,245_719,0.6309692157076037,0.17768440430178203,346,29,317
3,246_720,0.6395050685748358,0.016515057597534633,2606,26,2580
3,247_721,0.634828619929931,0.018965922548533076,2550,33,2517
3,248_722,0.48322493380914,0.025561605859476654,2552,70,2482
3,249_724,0.5102708916433427,0.05011031876457288,2621,120,2501
3,25_36,0.7,0.5,7,2,5
3,250_725,0.8794746629474663,0.10048767950038157,723,6,717
3,250_726,0.879817892503536,0.15440907489596264,723,16,707
3,251_727,0.798233004943379,0.13922891814606067,2615,22,2593
3,253_729,0.5542199488491049,0.10063219549899874,411,20,391
3,254_730,0.9897435897435898,0.14285714285714285,586,1,585
3,257_735,0.49880581891872333,0.11460275659486563,378,41,337
3,258_736,0.7778532608695653,0.02337540906965872,370,2,368
3,259_737,0.4725194552529183,0.007938852191851172,1293,8,1285
3,26_37,,,7,0,7
3,260_738,0.5727889910657057,0.10072152980461323,2416,134,2282
3,261_739,0.6415427369686045,0.09494242422299011,993,42,951
3,262_740,0.652485994397759,0.06066158302277279,415,7,408
3,263_741,0.5644203910614526,0.1914575591867398,382,24,358
3,264_742,0.679022687609075,0.012126194635028684,2870,5,2865
3,265_743,0.5760004798104749,0.08784983823760625,2714,129,2585
3,266_744,0.4644658291009534,0.033480724473907306,1348,43,1305
3,267_745,0.6546235339822136,0.07044081747823693,1850,53,1797
3,268_746,0.5806045340050379,0.04082301678742453,2450,68,2382
3,269_747,0.545043388357985,0.08125004961005015,3002,173,2829
3,27_38,0.5,0.6067821067821068,12,6,6
3,27_39,0.40625,0.32067099567099566,12,4,8
3,27_40,,,7,0,7
3,270_748,0.565181762003278,0.0180979127976642,2876,13,2863
3,271_749,0.4897047397047397,0.18194029252361638,349,52,297
3,272_750,0.49462623220153346,0.03295791108173741,686,22,664
3,273_751,0.5641666666666667,0.02303632882507071,406,6,400
3,274_752,0.5482046237088046,0.011305171000471938,3015,19,2996
3,275_753,0.9329710144927537,0.31560846560846556,282,6,276
3,275_754,0.5382924288384349,0.011079069343088548,2989,22,2967
3,276_755,0.6059194711538461,0.030057428120567525,2532,36,2496
3,277_756,0.7838033261026753,0.021970542141472094,2769,3,2766
3,278_757,0.5182847896440129,0.045119894488109005,2547,75,2472
3,279_758,0.6027746875204502,0.02533930140432298,2197,14,2183
3,280_759,0.6364470923261392,0.02143556257329105,2534,32,2502
3,281_760,0.5093052109181141,0.017365456821026283,405,2,403
3,283_762,0.5517021276595745,0.1994884308388619,307,25,282
3,29_43,,,4,0,4
3,3_3,,,3,0,3
3,37_69,1.0,1.0,4,1,3
3,37_70,,,4,0,4
3,37_74,,,4,0,4
3,37_77,,,4,0,4
3,40_95,,,4,0,4
3,40_96,,,4,0,4
3,42_103,1.0,1.0,3,1,2
3,42_104,0.5,0.8333333333333333,3,2,1
3,44_106,,,3,0,3
3,46_120,0.5,0.5,3,1,2
3,49_149,0.0,0.25,4,1,3
3,5_5,0.6666666666666667,0.3333333333333333,7,1,6
3,50_154,,,1,0,1
3,53_178,,,3,0,3
3,54_179,,,3,0,3
3,54_182,,,1,0,1
3,6_7,,,6,0,6
3,7_10,,,4,0,4
3,7_11,,,4,0,4
3,70_211,,,8,0,8
3,71_212,0.0,0.3333333333333333,3,1,2
3,71_213,0.5,0.8333333333333333,3,2,1
3,76_230,,,4,0,4
3,78_237,0.5,0.5,3,1,2
3,8_12,0.33333333333333337,0.3333333333333333,4,1,3
3,8_13,,,4,0,4
3,80_239,,,4,0,4
3,81_241,,,8,0,8
3,82_242,,,8,0,8
3,82_243,0.0,0.5,2,1,1
3,83_244,,,8,0,8
3,83_245,,,3,0,3
3,84_246,,,3,0,3
3,85_247,0.5,0.75,4,2,2
3,85_248,1.0,1.0,4,1,3
3,86_249,0.5,0.5,3,1,2
3,86_250,,,3,0,3
3,88_252,,,11,0,11
3,88_254,,,5,0,5
3,89_255,,,5,0,5
3,9_14,0.5,0.5,3,1,2
3,9_17,,,4,0,4
3,9_18,0.5,0.5,3,1,2
3,90_256,,,23,0,23
3,91_257,0.6666666666666666,0.9166666666666665,4,3,1
3,92_258,0.6666666666666666,0.9166666666666665,4,3,1
3,93_259,0.375,0.3663964598997494,19,8,11
4,1_1,,,25,0,25
4,10_19,0.761904761904762,0.16666666666666666,22,1,21
4,10_20,0.32692307692307687,0.14285714285714285,15,2,13
4,100_277,0.9166666666666666,0.8666666666666667,11,3,8
4,100_278,0.9642857142857143,0.95,11,4,7
4,104_291,1.0,1.0,9,3,6
4,105_355,0.7142857142857143,0.41666666666666663,9,2,7
4,105_369,0.625,0.25,9,1,8
4,105_361,0.7142857142857143,0.41666666666666663,9,2,7
4,105_378,0.7857142857142857,0.5,9,2,7
4,105_352,0.8333333333333334,0.6388888888888888,9,3,6
4,104_289,1.0,1.0,9,4,5
4,105_377,0.625,0.25,9,1,8
4,105_375,0.7142857142857143,0.41666666666666663,9,2,7
4,104_325,1.0,1.0,8,3,5
4,104_297,0.8333333333333334,0.5833333333333333,8,2,6
4,104_295,0.8571428571428572,0.5,8,1,7
4,104_299,1.0,1.0,8,3,5
4,104_300,1.0,1.0,2,1,1
4,104_326,,,2,0,2
4,104_319,0.8571428571428572,0.5,8,1,7
4,104_323,1.0,1.0,8,3,5
4,104_334,0.8571428571428572,0.5,8,1,7
4,105_339,0.9500000000000001,0.95,9,4,5
4,105_341,1.0,1.0,9,4,5
4,105_360,0.8333333333333334,0.6388888888888888,9,3,6
4,105_362,0.7857142857142857,0.5,9,2,7
4,105_374,0.8333333333333334,0.6388888888888888,9,3,6
4,105_382,0.8333333333333334,0.6388888888888888,9,3,6
4,105_385,0.8571428571428572,0.5,8,1,7
4,105_391,0.8571428571428572,0.5,8,1,7
4,106_392,0.32692307692307687,0.14285714285714285,15,2,13
4,108_394,,,4,0,4
4,109_395,,,4,0,4
4,11_21,,,5,0,5
4,11_22,0.75,0.5,5,1,4
4,110_396,1.0,1.0,5,1,4
4,110_397,0.6428571428571428,0.265,32,4,28
4,110_398,0.5277777777777778,0.1181077694235589,33,3,30
4,110_399,0.6206896551724137,0.1477124183006536,32,3,29
4,110_400,0.6428571428571428,0.13392857142857142,30,2,28
4,110_401,0.7589285714285714,0.31805555555555554,32,4,28
4,111_402,1.0,1.0,19,1,18
4,112_406,1.0,1.0,5,1,4
4,113_407,1.0,1.0,5,1,4
4,114_408,,,5,0,5
4,115_409,,,10,0,10
4,116_411,0.35500000000000004,0.1930718954248366,25,5,20
4,116_412,0.3977272727272727,0.09821428571428571,24,2,22
4,116_413,0.5,0.6,10,2,8
4,116_414,,,10,0,10
4,116_415,1.0,1.0,4,1,3
4,116_416,,,11,0,11
4,116_420,0.32352941176470584,0.07692307692307693,18,1,17
4,116_421,0.3111111111111111,0.15925925925925927,18,3,15
4,116_424,0.75,0.2,17,1,16
4,116_425,0.1842105263157895,0.058823529411764705,20,1,19
4,116_426,0.14285714285714285,0.0944616977225673,24,3,21
4,116_427,0.4692982456140351,0.2492889681124975,25,6,19
4,117_429,0.9866666666666667,0.9666666666666666,20,5,15
4,117_430,0.736842105263158,0.16666666666666666,20,1,19
4,118_432,0.75,0.29166666666666663,16,2,14
