assay,best_C,val_auc,test_auc,split
37,1e-06,0.6666666666666665,0.6122448979591837,split2
40,1e-06,0.5208333333333334,0.65,split2
41,1e-06,0.16666666666666663,0.775,split2
42,1e-06,0.8333333333333334,0.7067307692307693,split2
43,1e-06,0.8376811594202899,0.5946843853820598,split2
44,1e-06,0.7888198757763975,0.631304347826087,split2
45,1e-06,1.0,0.19444444444444445,split2
46,1e-06,0.5,0.6071428571428571,split2
47,1e-06,0.8,0.65,split2
49,1e-06,0.3333333333333333,0.9358974358974359,split2
50,1e-06,0.6666666666666667,0.6222222222222222,split2
51,1e-06,0.25,0.5909090909090908,split2
52,1e-06,0.8095238095238094,1.0,split2
53,1e-06,0.8125,0.962962962962963,split2
54,1e-06,0.8125,0.9500000000000001,split2
55,1e-06,0.8125,0.9583333333333334,split2
56,1e-06,0.8222222222222222,0.9583333333333334,split2
57,1e-06,0.8125,0.9583333333333334,split2
58,1e-06,0.8095238095238094,1.0,split2
59,1e-06,0.8222222222222222,0.95,split2
60,1e-06,0.8125,0.96,split2
61,1e-06,0.8125,0.991304347826087,split2
62,1e-06,0.8125,0.9583333333333334,split2
63,1e-06,0.8125,0.9249999999999999,split2
64,1e-06,0.8095238095238094,0.9583333333333334,split2
65,1e-06,0.8,0.96,split2
66,1e-06,0.8125,0.9500000000000001,split2
67,1e-06,0.8,0.962962962962963,split2
68,1e-06,0.8222222222222222,1.0,split2
69,1e-06,0.8125,0.9500000000000001,split2
70,1e-06,0.8125,0.9500000000000001,split2
71,1e-06,0.8222222222222222,0.9500000000000001,split2
72,1e-06,0.75,0.9791666666666666,split2
73,1e-06,0.8222222222222222,0.9473684210526316,split2
74,1e-06,0.8125,0.9420289855072465,split2
75,1e-06,0.9444444444444444,0.8888888888888888,split2
76,1e-06,0.8125,0.9500000000000001,split2
77,1e-06,0.8125,0.988095238095238,split2
78,1e-06,0.8125,0.951923076923077,split2
79,1e-06,0.8,0.96,split2
80,1e-06,0.75,1.0,split2
81,1e-06,0.8222222222222222,0.9583333333333334,split2
82,1e-06,0.8,1.0,split2
83,1e-06,0.7352941176470589,0.9807692307692308,split2
84,1e-06,0.8125,0.991304347826087,split2
85,1e-06,0.8205128205128205,0.8823529411764706,split2
86,1e-06,0.8,1.0,split2
87,1e-06,0.8125,0.951923076923077,split2
88,1e-06,0.8205128205128205,0.9545454545454546,split2
89,1e-06,0.8,0.7948717948717948,split2
90,1e-06,0.8125,0.951923076923077,split2
91,1e-06,0.8125,0.9479166666666666,split2
92,1e-06,0.8222222222222222,0.9615384615384616,split2
93,1e-06,0.8333333333333333,0.9444444444444444,split2
94,1e-06,0.8222222222222222,0.9333333333333333,split2
95,1e-06,0.8222222222222222,0.9298245614035088,split2
96,1e-06,0.75,0.9772727272727273,split2
97,1e-06,1.0,0.9444444444444444,split2
98,1e-06,0.7777777777777778,0.9615384615384616,split2
100,1e-06,0.8125,0.9500000000000001,split2
101,1e-06,0.7948717948717948,0.951923076923077,split2
102,1e-06,0.8125,0.9895833333333334,split2
103,1e-06,0.8222222222222222,0.986111111111111,split2
104,1e-06,0.8125,0.951923076923077,split2
105,1e-06,0.8125,0.9615384615384616,split2
106,1e-06,0.8222222222222222,0.9444444444444444,split2
107,1e-06,0.8125,0.9479166666666666,split2
108,1e-06,0.8125,0.962962962962963,split2
109,1e-06,0.7857142857142856,0.9600000000000001,split2
110,1e-06,1.0,0.9791666666666666,split2
111,1e-06,0.8125,0.9545454545454546,split2
112,1e-06,0.8125,0.9479166666666666,split2
113,1e-06,0.8125,0.9230769230769231,split2
114,1e-06,0.8055555555555555,0.9583333333333334,split2
115,1e-06,0.8125,0.9895833333333334,split2
117,1e-06,0.5,0.0,split2
119,1e-06,0.9333333333333333,0.6607142857142857,split2
121,1e-06,0.33333333333333337,0.5,split2
123,1e-06,1.0,0.0,split2
124,1e-06,0.2666666666666666,0.3392857142857143,split2
125,1e-06,0.9,1.0,split2
126,1e-06,0.9,0.6,split2
127,1e-06,0.04166666666666667,0.4166666666666667,split2
128,1e-06,0.5,0.5,split2
129,1e-06,0.4,0.375,split2
130,1e-06,0.6666666666666667,0.3428571428571429,split2
131,1e-06,1.0,0.4285714285714286,split2
133,1e-06,1.0,0.5,split2
134,1e-06,1.0,1.0,split2
135,1e-06,0.75,0.8333333333333334,split2
136,1e-06,0.4444444444444444,0.22222222222222224,split2
137,1e-06,0.625,0.6,split2
138,1e-06,0.6666666666666666,1.0,split2
139,1e-06,0.6666666666666666,0.6,split2
140,1e-06,0.4444444444444444,0.25,split2
141,1e-06,0.3333333333333333,0.25,split2
142,1e-06,1.0,0.9074074074074074,split2
143,1e-06,0.6666666666666666,0.6,split2
144,1e-06,0.375,0.5555555555555556,split2
145,1e-06,1.0,1.0,split2
146,1e-06,0.75,1.0,split2
147,1e-06,0.5585392051557465,0.5313588850174216,split2
148,1e-06,0.7222222222222222,0.8,split2
150,1e-06,0.8333333333333334,0.5630252100840336,split2
151,1e-06,0.6153846153846154,0.75,split2
152,1e-06,0.9166666666666667,0.75,split2
153,1e-06,1.0,0.5333333333333333,split2
154,1e-06,0.5395833333333333,0.7222222222222221,split2
155,1e-06,0.5616216216216217,0.5297041825839945,split2
156,1e-06,0.6111111111111112,0.7,split2
157,1e-06,0.5952380952380952,0.5754716981132075,split2
158,1e-06,0.4,0.6496598639455782,split2
159,1e-06,0.6159420289855072,0.5895424836601307,split2
160,1e-06,0.6666666666666666,0.6666666666666667,split2
161,1e-06,0.5313333333333333,0.593898870287192,split2
162,1e-06,0.6425561797752809,0.5905559392265193,split2
163,1e-06,0.5586687713759536,0.4771114442778611,split2
164,1e-06,0.4568965517241379,0.46153846153846156,split2
165,1e-06,0.6417748917748918,0.573027573027573,split2
166,1e-06,0.7083333333333334,0.30833333333333335,split2
167,1e-06,0.8484848484848484,0.7678571428571428,split2
168,1e-06,0.560126582278481,0.6640346058775062,split2
169,1e-06,0.2272727272727273,0.5543478260869565,split2
170,1e-06,0.3333333333333333,0.8285714285714286,split2
171,1e-06,0.6434188889683277,0.593012987012987,split2
172,1e-06,0.6923076923076923,0.7853658536585366,split2
173,1e-06,0.42857142857142855,0.4722222222222222,split2
174,1e-06,0.6000000000000001,0.640625,split2
175,1e-06,0.6666666666666667,0.5142857142857142,split2
176,1e-06,0.6328502415458938,0.6609211252068394,split2
177,1e-06,0.9705882352941176,0.8863636363636365,split2
178,1e-06,0.5289115646258503,0.5922580645161291,split2
179,1e-06,0.5555555555555556,0.6608187134502924,split2
180,1e-06,0.6953748006379585,0.5854535398230089,split2
181,1e-06,0.3333333333333333,0.125,split2
182,1e-06,0.7952302631578947,0.8263031865905323,split2
183,1e-06,0.9782608695652173,0.8423955870764381,split2
184,1e-06,0.41111111111111115,0.5685770750988143,split2
185,1e-06,0.7142857142857143,0.8461538461538461,split2
186,1e-06,0.8494623655913979,0.7138461538461539,split2
187,1e-06,0.45441176470588235,0.5784457478005866,split2
189,1e-06,0.325,0.7055555555555555,split2
191,1e-06,0.5466101694915254,0.7134703196347032,split2
192,1e-06,0.7435233160621761,0.45694444444444443,split2
193,1e-06,0.5048387096774194,0.45213137665967856,split2
194,1e-06,0.2222222222222222,0.7383720930232558,split2
196,1e-06,0.14285714285714285,0.7478991596638656,split2
197,1e-06,0.7333333333333334,0.2,split2
198,1e-06,0.7866666666666667,0.3890243902439025,split2
199,1e-06,0.44999999999999996,0.7806451612903225,split2
200,1e-06,0.75,0.75,split2
201,1e-06,0.2619047619047619,0.5820895522388059,split2
202,1e-06,0.5833333333333333,0.7969924812030075,split2
203,1e-06,0.5274074074074074,0.5050942435048396,split2
204,1e-06,0.5,0.6368421052631579,split2
205,1e-06,0.5555555555555556,0.7720125786163521,split2
206,1e-06,0.8571428571428571,0.7575757575757576,split2
207,1e-06,1.0,0.3333333333333333,split2
208,1e-06,0.7142857142857143,0.5798319327731093,split2
209,1e-06,0.8191531460229522,0.7644696089818039,split2
1,1e-06,0.5151515151515151,0.6607142857142857,split3
2,1e-06,0.5555555555555556,0.7636363636363637,split3
3,1e-06,0.3125,0.5104166666666666,split3
4,1e-06,0.5142857142857142,0.6346153846153846,split3
5,1e-06,0.7500000000000001,0.5,split3
6,1e-06,0.4722222222222222,0.5888888888888889,split3
7,1e-06,0.6,0.2,split3
8,1e-06,0.6666666666666666,0.09999999999999998,split3
9,1e-06,0.29999999999999993,0.43055555555555547,split3
10,1e-06,0.7678571428571428,0.7555555555555555,split3
11,1e-06,0.9736842105263158,0.7428571428571429,split3
12,1e-06,0.2421875,0.45559210526315785,split3
13,1e-06,0.75,0.6666666666666667,split3
15,1e-06,0.2857142857142857,0.3571428571428571,split3
16,1e-06,0.75,0.5,split3
17,1e-06,0.29166666666666663,0.35,split3
18,1e-06,0.5925925925925926,0.55,split3
19,1e-06,0.8571428571428571,0.8214285714285714,split3
20,1e-06,0.5789473684210525,0.6260869565217391,split3
21,1e-06,0.5142857142857142,0.6346153846153846,split3
22,1e-06,0.6666666666666666,0.5,split3
23,1e-06,0.475,0.588235294117647,split3
24,1e-06,0.625,0.5909090909090909,split3
25,1e-06,0.9090909090909091,0.75,split3
26,1e-06,0.41666666666666663,0.5166666666666666,split3
27,1e-06,0.8421052631578947,0.3896103896103896,split3
28,1e-06,0.42028985507246375,0.49333333333333323,split3
29,1e-06,0.9090909090909091,0.75,split3
30,1e-06,0.41666666666666663,0.35714285714285715,split3
31,1e-06,0.5590277777777777,0.6136595310907237,split3
32,1e-06,0.7044444444444444,0.595156023222061,split3
33,1e-06,0.5948996655518395,0.5916071814838849,split3
34,1e-06,0.6437908496732027,0.5338475499092559,split3
35,1e-06,0.5471498944405349,0.6578223270440252,split3
36,1e-06,0.6944444444444444,0.42105263157894735,split3
37,1e-06,0.34090909090909094,0.5462962962962963,split3
39,1e-06,1.0,0.5833333333333333,split3
41,1e-06,0.9,0.6086956521739131,split3
42,1e-06,0.9090909090909091,0.7125,split3
43,1e-06,0.7152777777777778,0.7061794414735592,split3
44,1e-06,0.6907894736842105,0.6902332361516035,split3
45,1e-06,0.4444444444444444,0.44444444444444453,split3
46,1e-06,0.6666666666666667,0.5,split3
47,1e-06,0.8333333333333334,0.7575757575757576,split3
49,1e-06,0.35714285714285715,0.9393939393939394,split3
50,1e-06,0.625,0.9333333333333333,split3
51,1e-06,0.7142857142857143,0.5142857142857143,split3
52,1e-06,1.0,0.9578947368421054,split3
53,1e-06,1.0,0.9310344827586207,split3
54,1e-06,0.9882352941176471,0.9214285714285715,split3
55,1e-06,1.0,0.9111111111111111,split3
56,1e-06,1.0,0.9259259259259259,split3
57,1e-06,1.0,0.9259259259259259,split3
58,1e-06,1.0,0.7922077922077922,split3
59,1e-06,1.0,0.9166666666666666,split3
60,1e-06,1.0,0.8,split3
61,1e-06,0.9705882352941176,0.9691358024691359,split3
62,1e-06,0.9473684210526316,0.92,split3
63,1e-06,0.8958333333333333,0.9551282051282052,split3
64,1e-06,1.0,0.9166666666666666,split3
65,1e-06,0.9444444444444444,0.92,split3
66,1e-06,0.9722222222222222,0.7923076923076923,split3
67,1e-06,1.0,0.9259259259259259,split3
68,1e-06,1.0,0.9444444444444444,split3
69,1e-06,0.9722222222222222,0.9310344827586207,split3
70,1e-06,0.9722222222222222,0.9310344827586207,split3
71,1e-06,0.9722222222222222,0.9333333333333333,split3
72,1e-06,0.9500000000000001,1.0,split3
73,1e-06,1.0,0.9130434782608696,split3
74,1e-06,0.9333333333333333,0.9440000000000001,split3
75,1e-06,1.0,0.8981481481481483,split3
76,1e-06,0.9722222222222222,0.9310344827586207,split3
77,1e-06,0.9722222222222222,0.7833333333333333,split3
78,1e-06,0.9722222222222222,0.9310344827586207,split3
79,1e-06,1.0,0.9259259259259259,split3
80,1e-06,1.0,1.0,split3
81,1e-06,1.0,0.8981481481481483,split3
82,1e-06,1.0,0.962962962962963,split3
83,1e-06,0.9259259259259259,0.9615384615384616,split3
84,1e-06,0.9705882352941176,0.9652777777777778,split3
85,1e-06,0.9047619047619048,0.9047619047619048,split3
86,1e-06,1.0,0.9642857142857143,split3
87,1e-06,0.9722222222222222,0.9310344827586207,split3
88,1e-06,1.0,0.9259259259259259,split3
89,1e-06,0.9500000000000001,0.8148148148148149,split3
90,1e-06,0.9722222222222222,0.9224137931034483,split3
91,1e-06,0.9882352941176471,0.9107142857142858,split3
92,1e-06,1.0,0.9333333333333333,split3
93,1e-06,1.0,0.9017857142857143,split3
94,1e-06,0.9571428571428572,0.803030303030303,split3
95,1e-06,0.9833333333333334,0.9166666666666666,split3
96,1e-06,0.8,1.0,split3
97,1e-06,0.8666666666666667,1.0,split3
98,1e-06,1.0,0.8942307692307693,split3
99,1e-06,0.84375,0.8913043478260869,split3
100,1e-06,0.9705882352941176,0.9333333333333333,split3
101,1e-06,0.9866666666666667,0.9259259259259259,split3
102,1e-06,0.9722222222222222,0.9326923076923077,split3
103,1e-06,0.9833333333333334,0.9619047619047618,split3
104,1e-06,0.9722222222222222,0.9333333333333333,split3
105,1e-06,1.0,0.9135802469135802,split3
106,1e-06,0.9846153846153847,0.9166666666666666,split3
107,1e-06,0.9852941176470588,0.9310344827586207,split3
108,1e-06,0.9473684210526316,0.9134615384615384,split3
109,1e-06,0.894736842105263,0.8685714285714285,split3
110,1e-06,0.9166666666666667,1.0,split3
111,1e-06,1.0,0.9333333333333333,split3
112,1e-06,0.9722222222222222,0.9107142857142858,split3
113,1e-06,0.975,0.9333333333333333,split3
114,1e-06,1.0,0.9090909090909091,split3
115,1e-06,0.9411764705882353,0.9464285714285715,split3
117,1e-06,0.4,0.2564102564102564,split3
118,1e-06,1.0,0.75,split3
119,1e-06,0.6666666666666666,0.8222222222222223,split3
121,1e-06,0.6666666666666667,0.45833333333333337,split3
122,1e-06,0.3333333333333333,0.380952380952381,split3
123,1e-06,0.5,0.625,split3
124,1e-06,0.16666666666666663,0.53125,split3
125,1e-06,1.0,0.5333333333333334,split3
126,1e-06,1.0,0.9583333333333334,split3
127,1e-06,0.6666666666666666,0.16666666666666666,split3
129,1e-06,0.33333333333333337,0.16666666666666669,split3
131,1e-06,0.6,0.5,split3
133,1e-06,0.5,0.25,split3
134,1e-06,1.0,0.6666666666666666,split3
136,1e-06,1.0,0.3333333333333333,split3
137,1e-06,0.5,0.75,split3
138,1e-06,1.0,0.6666666666666666,split3
139,1e-06,0.5,0.8,split3
142,1e-06,0.9166666666666667,0.6,split3
143,1e-06,0.3333333333333333,0.5555555555555556,split3
145,1e-06,1.0,0.6666666666666666,split3
146,1e-06,1.0,0.6666666666666666,split3
147,1e-06,0.5174632352941176,0.6022314949201742,split3
148,1e-06,0.6428571428571428,0.6,split3
149,1e-06,0.5333333333333332,0.0,split3
150,1e-06,0.8142857142857143,0.5679012345679012,split3
152,1e-06,1.0,0.5333333333333333,split3
153,1e-06,0.8333333333333333,0.6,split3
154,1e-06,0.5961538461538461,0.6559714795008912,split3
155,1e-06,0.4581068116405501,0.5206309512359334,split3
156,1e-06,0.5666666666666667,0.6837606837606838,split3
157,1e-06,0.5496043822276324,0.5867299675775821,split3
158,1e-06,0.5166666666666667,0.4943415637860083,split3
159,1e-06,0.6906666666666667,0.6261398176291794,split3
160,1e-06,0.75,0.6190476190476191,split3
161,1e-06,0.6052870830127981,0.6144421272158499,split3
162,1e-06,0.4883720930232558,0.7034246575342467,split3
163,1e-06,0.47432999677106874,0.5256009293182021,split3
165,1e-06,0.6120192307692308,0.6738095238095237,split3
166,1e-06,0.33333333333333337,0.4166666666666667,split3
167,1e-06,0.578125,0.8235294117647058,split3
168,1e-06,0.4659552845528455,0.7716385410996189,split3
169,1e-06,0.375,0.125,split3
170,1e-06,1.0,0.6041666666666666,split3
171,1e-06,0.6011247040252565,0.6167566555350956,split3
172,1e-06,0.5491452991452991,0.7816377171215881,split3
173,1e-06,0.25,0.9583333333333334,split3
174,1e-06,0.8,0.5737179487179487,split3
175,1e-06,0.25,0.5833333333333334,split3
176,1e-06,0.6149122807017544,0.7681647940074906,split3
177,1e-06,0.5625,0.5068493150684932,split3
178,1e-06,0.3804573804573805,0.4911295091661739,split3
179,1e-06,0.6397058823529411,0.556497175141243,split3
180,1e-06,0.6350649350649351,0.7355072463768115,split3
182,1e-06,0.7595966167859466,0.8267434100767433,split3
183,1e-06,0.9278846153846154,0.8466386554621849,split3
184,1e-06,0.5625798212005109,0.5586158192090395,split3
185,1e-06,0.6666666666666666,0.6458333333333334,split3
186,1e-06,0.8166666666666667,0.6475471698113209,split3
187,1e-06,0.31481481481481477,0.7647594752186588,split3
188,1e-06,1.0,0.0,split3
189,1e-06,0.7246376811594202,0.46341463414634143,split3
191,1e-06,0.7414529914529915,0.5741626794258373,split3
192,1e-06,0.7965116279069767,0.7885174418604651,split3
193,1e-06,0.5142857142857142,0.4293639053254438,split3
194,1e-06,0.75,0.32258064516129037,split3
196,1e-06,0.9333333333333333,0.5916666666666667,split3
